"symbol"	"ensembl"	"entrezgeneid"	"human_mirbase_id"	"human_mirbase_name"	"name"	"chr"	"strand"
"1568"	"MIR3140"	"ENSG00000264678"	100422896	"MIMAT0015008"	"hsa-miR-3140-3p"	"microRNA 3140"	"chr4"	"-"
"1569"	"MIR3141"	"ENSG00000264760"	100422950	"MIMAT0015010"	"hsa-miR-3141"	"microRNA 3141"	"chr5"	"-"
"1570"	"MIR3141"	"ENSG00000264760"	100422950	"MI0014165"	"hsa-mir-3141"	"microRNA 3141"	"chr5"	"-"
"1571"	"MIR3142"	NA	100422938	"MIMAT0015011"	"hsa-miR-3142"	"microRNA 3142"	"chr5"	"+"
"1572"	"MIR3142"	NA	100422938	"MI0014166"	"hsa-mir-3142"	"microRNA 3142"	"chr5"	"+"
"1573"	"MIR3142HG"	"ENSG00000253522"	107075116	"MIMAT0015011"	"hsa-miR-3142"	"MIR3142 host gene"	"chr5"	"+"
"1574"	"MIR3142HG"	"ENSG00000253522"	107075116	"MI0014166"	"hsa-mir-3142"	"MIR3142 host gene"	"chr5"	"+"
"1575"	"MIR3143"	"ENSG00000265565"	100422934	"MI0014167"	"hsa-mir-3143"	"microRNA 3143"	"chr6"	"+"
"1576"	"MIR3143"	"ENSG00000265565"	100422934	"MIMAT0015012"	"hsa-miR-3143"	"microRNA 3143"	"chr6"	"+"
"1577"	"MIR3144"	"ENSG00000265725"	100422951	"MIMAT0015015"	"hsa-miR-3144-3p"	"microRNA 3144"	"chr6"	"+"
"1578"	"MIR3144"	"ENSG00000265725"	100422951	"MIMAT0015014"	"hsa-miR-3144-5p"	"microRNA 3144"	"chr6"	"+"
"1579"	"MIR3144"	"ENSG00000265725"	100422951	"MI0014169"	"hsa-mir-3144"	"microRNA 3144"	"chr6"	"+"
"1580"	"MIR3145"	"ENSG00000266555"	100423001	"MI0014170"	"hsa-mir-3145"	"microRNA 3145"	"chr6"	"-"
"1581"	"MIR3145"	"ENSG00000266555"	100423001	"MIMAT0019205"	"hsa-miR-3145-5p"	"microRNA 3145"	"chr6"	"-"
"1582"	"MIR3145"	"ENSG00000266555"	100423001	"MIMAT0015016"	"hsa-miR-3145-3p"	"microRNA 3145"	"chr6"	"-"
"1583"	"MIR3146"	"ENSG00000265932"	100422967	"MIMAT0015018"	"hsa-miR-3146"	"microRNA 3146"	"chr7"	"-"
"1584"	"MIR3146"	"ENSG00000265932"	100422967	"MI0014172"	"hsa-mir-3146"	"microRNA 3146"	"chr7"	"-"
"1585"	"MIR3147"	"ENSG00000266168"	100422939	"MI0014173"	"hsa-mir-3147"	"microRNA 3147"	"chr7"	"+"
"1586"	"MIR3147"	"ENSG00000266168"	100422939	"MIMAT0015019"	"hsa-miR-3147"	"microRNA 3147"	"chr7"	"+"
"1587"	"MIR3148"	"ENSG00000264788"	100422876	"MIMAT0015021"	"hsa-miR-3148"	"microRNA 3148"	"chr8"	"-"
"1588"	"MIR3148"	"ENSG00000264788"	100422876	"MI0014175"	"hsa-mir-3148"	"microRNA 3148"	"chr8"	"-"
"1589"	"MIR3149"	"ENSG00000266712"	100422921	"MI0014176"	"hsa-mir-3149"	"microRNA 3149"	"chr8"	"-"
"1590"	"MIR3149"	"ENSG00000266712"	100422921	"MIMAT0015022"	"hsa-miR-3149"	"microRNA 3149"	"chr8"	"-"
"1591"	NA	NA	NA	"MI0014177"	"hsa-mir-3150a"	NA	NA	NA
"1592"	NA	NA	NA	"MIMAT0015023"	"hsa-miR-3150a-3p"	NA	NA	NA
"1593"	NA	NA	NA	"MIMAT0019206"	"hsa-miR-3150a-5p"	NA	NA	NA
"1594"	"MIR3150A"	"ENSG00000283522"	100422964	NA	NA	"microRNA 3150a"	"chr8"	"+"
"1595"	NA	NA	NA	"MIMAT0019226"	"hsa-miR-3150b-5p"	NA	NA	NA
"1596"	NA	NA	NA	"MIMAT0018194"	"hsa-miR-3150b-3p"	NA	NA	NA
"1597"	NA	NA	NA	"MI0016426"	"hsa-mir-3150b"	NA	NA	NA
"1598"	"MIR3150BHG"	"ENSG00000245080"	105375650	NA	NA	"MIR3150B host gene"	"chr8"	"-"
"1599"	"MIR3150B"	"ENSG00000284147"	100500907	NA	NA	"microRNA 3150b"	"chr8"	"-"
"1600"	"MIR3151"	"ENSG00000265657"	100422992	"MIMAT0027026"	"hsa-miR-3151-3p"	"microRNA 3151"	"chr8"	"+"
"1601"	"MIR3151"	"ENSG00000265657"	100422992	"MIMAT0015024"	"hsa-miR-3151-5p"	"microRNA 3151"	"chr8"	"+"
"1602"	"MIR3151"	"ENSG00000265657"	100422992	"MI0014178"	"hsa-mir-3151"	"microRNA 3151"	"chr8"	"+"
"1603"	"MIR3152"	"ENSG00000264638"	100422869	"MIMAT0019207"	"hsa-miR-3152-5p"	"microRNA 3152"	"chr9"	"+"
"1604"	"MIR3152"	"ENSG00000264638"	100422869	"MI0014179"	"hsa-mir-3152"	"microRNA 3152"	"chr9"	"+"
"1605"	"MIR3152"	"ENSG00000264638"	100422869	"MIMAT0015025"	"hsa-miR-3152-3p"	"microRNA 3152"	"chr9"	"+"
"1606"	"MIR3153"	"ENSG00000265112"	100422936	"MI0014180"	"hsa-mir-3153"	"microRNA 3153"	"chr9"	"+"
"1607"	"MIR3153"	"ENSG00000265112"	100422936	"MIMAT0015026"	"hsa-miR-3153"	"microRNA 3153"	"chr9"	"+"
"1608"	"MIR3154"	"ENSG00000264823"	100422893	"MI0014182"	"hsa-mir-3154"	"microRNA 3154"	"chr9"	"-"
"1609"	"MIR3154"	"ENSG00000264823"	100422893	"MIMAT0015028"	"hsa-miR-3154"	"microRNA 3154"	"chr9"	"-"
"1610"	NA	NA	NA	"MI0014183"	"hsa-mir-3155a"	NA	NA	NA
"1611"	NA	NA	NA	"MIMAT0015029"	"hsa-miR-3155a"	NA	NA	NA
"1612"	"MIR3155A"	"ENSG00000263628"	100422989	NA	NA	"microRNA 3155a"	"chr10"	"+"
"1614"	NA	NA	NA	"MI0016839"	"hsa-mir-3155b"	NA	NA	NA
"1615"	NA	NA	NA	"MIMAT0019012"	"hsa-miR-3155b"	NA	NA	NA
"1616"	"MIR3155B"	"ENSG00000283634"	100628560	NA	NA	"microRNA 3155b"	"chr10"	"-"
"1618"	NA	NA	NA	"MIMAT0019209_1"	"hsa-miR-3156-3p"	NA	NA	NA
"1619"	NA	NA	NA	"MIMAT0015030_2"	"hsa-miR-3156-5p"	NA	NA	NA
"1620"	NA	NA	NA	"MIMAT0015030"	"hsa-miR-3156-5p"	NA	NA	NA
"1621"	NA	NA	NA	"MIMAT0019209"	"hsa-miR-3156-3p"	NA	NA	NA
"1622"	NA	NA	NA	"MIMAT0015030_1"	"hsa-miR-3156-5p"	NA	NA	NA
"1623"	"MIR3156-1"	"ENSG00000263476"	100422988	"MI0014184"	"hsa-mir-3156-1"	"microRNA 3156-1"	"chr10"	"+"
"1626"	"MIR3156-2"	"ENSG00000265499"	100422907	"MI0014230"	"hsa-mir-3156-2"	"microRNA 3156-2"	"chr18"	"+"
"1627"	"MIR3156-3"	"ENSG00000266211"	100423018	"MI0014242"	"hsa-mir-3156-3"	"microRNA 3156-3"	"chr21"	"-"
"1628"	"MIR3157"	"ENSG00000266407"	100422892	"MIMAT0019210"	"hsa-miR-3157-3p"	"microRNA 3157"	"chr10"	"-"
"1629"	"MIR3157"	"ENSG00000266407"	100422892	"MI0014185"	"hsa-mir-3157"	"microRNA 3157"	"chr10"	"-"
"1630"	"MIR3157"	"ENSG00000266407"	100422892	"MIMAT0015031"	"hsa-miR-3157-5p"	"microRNA 3157"	"chr10"	"-"
"1637"	NA	NA	NA	"MIMAT0019211_1"	"hsa-miR-3158-5p"	NA	NA	NA
"1638"	NA	NA	NA	"MIMAT0015032_1"	"hsa-miR-3158-3p"	NA	NA	NA
"1639"	NA	NA	NA	"MIMAT0019211"	"hsa-miR-3158-5p"	NA	NA	NA
"1640"	NA	NA	NA	"MIMAT0015032"	"hsa-miR-3158-3p"	NA	NA	NA
"1641"	"MIR3158-1"	"ENSG00000263436"	100422900	"MI0014186"	"hsa-mir-3158-1"	"microRNA 3158-1"	"chr10"	"+"
"1644"	"MIR3158-2"	"ENSG00000283558"	100423033	"MI0014187"	"hsa-mir-3158-2"	"microRNA 3158-2"	"chr10"	"-"
"1647"	"MIR3159"	"ENSG00000264603"	100423016	"MI0014188"	"hsa-mir-3159"	"microRNA 3159"	"chr11"	"+"
"1648"	"MIR3159"	"ENSG00000264603"	100423016	"MIMAT0015033"	"hsa-miR-3159"	"microRNA 3159"	"chr11"	"+"
"1649"	NA	NA	NA	"MIMAT0015034_1"	"hsa-miR-3160-3p"	NA	NA	NA
"1650"	NA	NA	NA	"MIMAT0019212"	"hsa-miR-3160-5p"	NA	NA	NA
"1651"	NA	NA	NA	"MIMAT0019212_1"	"hsa-miR-3160-5p"	NA	NA	NA
"1652"	NA	NA	NA	"MIMAT0015034"	"hsa-miR-3160-3p"	NA	NA	NA
"1653"	"MIR3160-1"	"ENSG00000265014"	100422827	"MI0014189"	"hsa-mir-3160-1"	"microRNA 3160-1"	"chr11"	"-"
"1654"	"MIR3160-2"	"ENSG00000283497"	100422825	"MI0014190"	"hsa-mir-3160-2"	"microRNA 3160-2"	"chr11"	"+"
"1655"	"MIR3161"	"ENSG00000263693"	100423000	"MIMAT0015035"	"hsa-miR-3161"	"microRNA 3161"	"chr11"	"+"
"1656"	"MIR3161"	"ENSG00000263693"	100423000	"MI0014191"	"hsa-mir-3161"	"microRNA 3161"	"chr11"	"+"
"1657"	"MIR3162"	"ENSG00000264559"	100422880	"MI0014192"	"hsa-mir-3162"	"microRNA 3162"	"chr11"	"-"
"1658"	"MIR3162"	"ENSG00000264559"	100422880	"MIMAT0015036"	"hsa-miR-3162-5p"	"microRNA 3162"	"chr11"	"-"
"1659"	"MIR3162"	"ENSG00000264559"	100422880	"MIMAT0019213"	"hsa-miR-3162-3p"	"microRNA 3162"	"chr11"	"-"
"1660"	"MIR3163"	"ENSG00000266423"	100423029	"MI0014193"	"hsa-mir-3163"	"microRNA 3163"	"chr11"	"-"
"1661"	"MIR3163"	"ENSG00000266423"	100423029	"MIMAT0015037"	"hsa-miR-3163"	"microRNA 3163"	"chr11"	"-"
"1662"	"MIR3164"	"ENSG00000265539"	100422846	"MI0014194"	"hsa-mir-3164"	"microRNA 3164"	"chr11"	"+"
"1663"	"MIR3164"	"ENSG00000265539"	100422846	"MIMAT0015038"	"hsa-miR-3164"	"microRNA 3164"	"chr11"	"+"
"1664"	"MIR3165"	"ENSG00000263742"	100422953	"MIMAT0015039"	"hsa-miR-3165"	"microRNA 3165"	"chr11"	"-"
"1665"	"MIR3165"	"ENSG00000263742"	100422953	"MI0014195"	"hsa-mir-3165"	"microRNA 3165"	"chr11"	"-"
"1666"	"MIR3166"	"ENSG00000266581"	100423040	"MIMAT0015040"	"hsa-miR-3166"	"microRNA 3166"	"chr11"	"+"
"1667"	"MIR3166"	"ENSG00000266581"	100423040	"MI0014196"	"hsa-mir-3166"	"microRNA 3166"	"chr11"	"+"
"1668"	"MIR3167"	"ENSG00000266215"	100422918	"MIMAT0015042"	"hsa-miR-3167"	"microRNA 3167"	"chr11"	"-"
"1669"	"MIR3167"	"ENSG00000266215"	100422918	"MI0014198"	"hsa-mir-3167"	"microRNA 3167"	"chr11"	"-"
"1670"	"MIR3168"	"ENSG00000264226"	100422878	"MIMAT0015043"	"hsa-miR-3168"	"microRNA 3168"	"chr13"	"-"
"1671"	"MIR3168"	"ENSG00000264226"	100422878	"MI0014199"	"hsa-mir-3168"	"microRNA 3168"	"chr13"	"-"
"1672"	"MIR3169"	"ENSG00000266663"	100422973	"MIMAT0015044"	"hsa-miR-3169"	"microRNA 3169"	"chr13"	"-"
"1673"	"MIR3169"	"ENSG00000266663"	100422973	"MI0014200"	"hsa-mir-3169"	"microRNA 3169"	"chr13"	"-"
"1674"	"MIR3170"	"ENSG00000263399"	100422881	"MIMAT0015045"	"hsa-miR-3170"	"microRNA 3170"	"chr13"	"+"
"1675"	"MIR3170"	"ENSG00000263399"	100422881	"MI0014201"	"hsa-mir-3170"	"microRNA 3170"	"chr13"	"+"
"1676"	"MIR3171"	"ENSG00000264657"	100422830	"MI0014202"	"hsa-mir-3171"	"microRNA 3171"	"chr14"	"-"
"1677"	"MIR3171"	"ENSG00000264657"	100422830	"MIMAT0015046"	"hsa-miR-3171"	"microRNA 3171"	"chr14"	"-"
"1678"	"MIR3173"	"ENSG00000264607"	100422981	"MIMAT0019214"	"hsa-miR-3173-5p"	"microRNA 3173"	"chr14"	"-"
"1679"	"MIR3173"	"ENSG00000264607"	100422981	"MI0014204"	"hsa-mir-3173"	"microRNA 3173"	"chr14"	"-"
"1680"	"MIR3173"	"ENSG00000264607"	100422981	"MIMAT0015048"	"hsa-miR-3173-3p"	"microRNA 3173"	"chr14"	"-"
"1681"	"MIR3174"	"ENSG00000265871"	100422841	"MI0014208"	"hsa-mir-3174"	"microRNA 3174"	"chr15"	"+"
"1682"	"MIR3174"	"ENSG00000265871"	100422841	"MIMAT0015051"	"hsa-miR-3174"	"microRNA 3174"	"chr15"	"+"
"1683"	"MIR3175"	"ENSG00000284324"	100422995	"MI0014209"	"hsa-mir-3175"	"microRNA 3175"	"chr15"	"+"
"1684"	"MIR3175"	"ENSG00000284324"	100422995	"MIMAT0015052"	"hsa-miR-3175"	"microRNA 3175"	"chr15"	"+"
"1685"	"MIR3176"	"ENSG00000266235"	100423037	"MIMAT0015053"	"hsa-miR-3176"	"microRNA 3176"	"chr16"	"+"
"1686"	"MIR3176"	"ENSG00000266235"	100423037	"MI0014210"	"hsa-mir-3176"	"microRNA 3176"	"chr16"	"+"
"1687"	"MIR3177"	"ENSG00000265820"	100423012	"MI0014211"	"hsa-mir-3177"	"microRNA 3177"	"chr16"	"+"
"1688"	"MIR3177"	"ENSG00000265820"	100423012	"MIMAT0019215"	"hsa-miR-3177-5p"	"microRNA 3177"	"chr16"	"+"
"1689"	"MIR3177"	"ENSG00000265820"	100423012	"MIMAT0015054"	"hsa-miR-3177-3p"	"microRNA 3177"	"chr16"	"+"
"1690"	"MIR3178"	"ENSG00000266232"	100422974	"MI0014212"	"hsa-mir-3178"	"microRNA 3178"	"chr16"	"-"
"1691"	"MIR3178"	"ENSG00000266232"	100422974	"MIMAT0015055"	"hsa-miR-3178"	"microRNA 3178"	"chr16"	"-"
"1692"	NA	NA	NA	"MIMAT0015056"	"hsa-miR-3179"	NA	NA	NA
"1693"	NA	NA	NA	"MIMAT0015056_1"	"hsa-miR-3179"	NA	NA	NA
"1694"	NA	NA	NA	"MIMAT0015056_2"	"hsa-miR-3179"	NA	NA	NA
"1695"	NA	NA	NA	"MIMAT0015056_3"	"hsa-miR-3179"	NA	NA	NA
"1696"	"MIR3179-1"	"ENSG00000284305"	100422960	"MI0014213"	"hsa-mir-3179-1"	"microRNA 3179-1"	NA	NA
"1697"	"MIR3179-2"	"ENSG00000257381"	100422886	"MI0014216"	"hsa-mir-3179-2"	"microRNA 3179-2"	NA	NA
"1698"	"MIR3179-3"	"ENSG00000266454"	100423006	"MI0014221"	"hsa-mir-3179-3"	"microRNA 3179-3"	NA	NA
"1699"	"MIR3179-4"	"ENSG00000277014"	103504729	"MI0031510"	"hsa-mir-3179-4"	"microRNA 3179-4"	NA	NA
"1700"	NA	NA	NA	"MIMAT0015057"	"hsa-miR-3180-5p"	NA	NA	NA
"1701"	NA	NA	NA	"MIMAT0015058_1"	"hsa-miR-3180-3p"	NA	NA	NA
"1702"	NA	NA	NA	"MIMAT0018178"	"hsa-miR-3180"	NA	NA	NA
"1703"	NA	NA	NA	"MIMAT0018178_1"	"hsa-miR-3180"	NA	NA	NA
"1704"	NA	NA	NA	"MIMAT0015058"	"hsa-miR-3180-3p"	NA	NA	NA
"1705"	NA	NA	NA	"MIMAT0015057_1"	"hsa-miR-3180-5p"	NA	NA	NA
"1706"	NA	NA	NA	"MIMAT0015058_2"	"hsa-miR-3180-3p"	NA	NA	NA
"1707"	NA	NA	NA	"MIMAT0015057_2"	"hsa-miR-3180-5p"	NA	NA	NA
"1708"	"MIR3180-1"	"ENSG00000265537"	100422870	"MI0014214"	"hsa-mir-3180-1"	"microRNA 3180-1"	NA	NA
"1709"	"MIR3180-2"	"ENSG00000265373"	100422956	"MI0014215"	"hsa-mir-3180-2"	"microRNA 3180-2"	"chr16"	"+"
"1710"	"MIR3180-3"	"ENSG00000266291"	100422836	"MI0014217"	"hsa-mir-3180-3"	"microRNA 3180-3"	NA	NA
"1711"	"MIR3180-4"	"ENSG00000264115"	100500852	"MI0016408"	"hsa-mir-3180-4"	"microRNA 3180-4"	"chr16"	"-"
"1712"	"MIR3180-5"	"ENSG00000264397"	100500916	"MI0016409"	"hsa-mir-3180-5"	"microRNA 3180-5"	"chr16"	"-"
"1713"	"MIR3181"	"ENSG00000264947"	100422972	"MI0014223"	"hsa-mir-3181"	"microRNA 3181"	"chr16"	"+"
"1714"	"MIR3181"	"ENSG00000264947"	100422972	"MIMAT0015061"	"hsa-miR-3181"	"microRNA 3181"	"chr16"	"+"
"1715"	"MIR3182"	"ENSG00000263785"	100422853	"MIMAT0015062"	"hsa-miR-3182"	"microRNA 3182"	"chr16"	"+"
"1716"	"MIR3182"	"ENSG00000263785"	100422853	"MI0014224"	"hsa-mir-3182"	"microRNA 3182"	"chr16"	"+"
"1717"	"MIR3183"	"ENSG00000264429"	100422835	"MIMAT0015063"	"hsa-miR-3183"	"microRNA 3183"	"chr17"	"-"
"1718"	"MIR3183"	"ENSG00000264429"	100422835	"MI0014225"	"hsa-mir-3183"	"microRNA 3183"	"chr17"	"-"
"1719"	"MIR3184"	"ENSG00000284399"	100423003	"MIMAT0015064"	"hsa-miR-3184-5p"	"microRNA 3184"	"chr17"	"-"
"1720"	"MIR3184"	"ENSG00000284399"	100423003	"MIMAT0022731"	"hsa-miR-3184-3p"	"microRNA 3184"	"chr17"	"-"
"1721"	"MIR3184"	"ENSG00000284399"	100423003	"MI0014226"	"hsa-mir-3184"	"microRNA 3184"	"chr17"	"-"
"1722"	"MIR3185"	"ENSG00000263602"	100422978	"MIMAT0015065"	"hsa-miR-3185"	"microRNA 3185"	"chr17"	"-"
"1723"	"MIR3185"	"ENSG00000263602"	100422978	"MI0014227"	"hsa-mir-3185"	"microRNA 3185"	"chr17"	"-"
"1724"	"MIR3186"	"ENSG00000266189"	100422944	"MIMAT0015068"	"hsa-miR-3186-3p"	"microRNA 3186"	"chr17"	"-"
"1725"	"MIR3186"	"ENSG00000266189"	100422944	"MIMAT0015067"	"hsa-miR-3186-5p"	"microRNA 3186"	"chr17"	"-"
"1726"	"MIR3186"	"ENSG00000266189"	100422944	"MI0014229"	"hsa-mir-3186"	"microRNA 3186"	"chr17"	"-"
"1727"	"MIR3187"	"ENSG00000263414"	100422854	"MIMAT0019216"	"hsa-miR-3187-5p"	"microRNA 3187"	"chr19"	"+"
"1728"	"MIR3187"	"ENSG00000263414"	100422854	"MI0014231"	"hsa-mir-3187"	"microRNA 3187"	"chr19"	"+"
"1729"	"MIR3187"	"ENSG00000263414"	100422854	"MIMAT0015069"	"hsa-miR-3187-3p"	"microRNA 3187"	"chr19"	"+"
"1730"	"MIR3188"	"ENSG00000267959"	100422833	"MIMAT0015070"	"hsa-miR-3188"	"microRNA 3188"	"chr19"	"+"
"1731"	"MIR3188"	"ENSG00000267959"	100422833	"MI0014232"	"hsa-mir-3188"	"microRNA 3188"	"chr19"	"+"
"1732"	"MIR3189"	"ENSG00000264175"	100422943	"MIMAT0015071"	"hsa-miR-3189-3p"	"microRNA 3189"	"chr19"	"+"
"1733"	"MIR3189"	"ENSG00000264175"	100422943	"MIMAT0019217"	"hsa-miR-3189-5p"	"microRNA 3189"	"chr19"	"+"
"1734"	"MIR3189"	"ENSG00000264175"	100422943	"MI0014233"	"hsa-mir-3189"	"microRNA 3189"	"chr19"	"+"
"1735"	"MIR3190"	"ENSG00000265134"	100422899	"MI0014235"	"hsa-mir-3190"	"microRNA 3190"	"chr19"	"+"
"1736"	"MIR3190"	"ENSG00000265134"	100422899	"MIMAT0022839"	"hsa-miR-3190-3p"	"microRNA 3190"	"chr19"	"+"
"1737"	"MIR3190"	"ENSG00000265134"	100422899	"MIMAT0015073"	"hsa-miR-3190-5p"	"microRNA 3190"	"chr19"	"+"
"1738"	"MIR3191"	"ENSG00000284411"	100422832	"MIMAT0015075"	"hsa-miR-3191-3p"	"microRNA 3191"	"chr19"	"-"
"1739"	"MIR3191"	"ENSG00000284411"	100422832	"MI0014236"	"hsa-mir-3191"	"microRNA 3191"	"chr19"	"-"
"1740"	"MIR3191"	"ENSG00000284411"	100422832	"MIMAT0022732"	"hsa-miR-3191-5p"	"microRNA 3191"	"chr19"	"-"
"1741"	"MIR3192"	"ENSG00000265137"	100422875	"MIMAT0027027"	"hsa-miR-3192-3p"	"microRNA 3192"	"chr20"	"+"
"1742"	"MIR3192"	"ENSG00000265137"	100422875	"MI0014237"	"hsa-mir-3192"	"microRNA 3192"	"chr20"	"+"
"1743"	"MIR3192"	"ENSG00000265137"	100422875	"MIMAT0015076"	"hsa-miR-3192-5p"	"microRNA 3192"	"chr20"	"+"
"1744"	"MIR3193"	"ENSG00000264395"	100422904	"MI0014238"	"hsa-mir-3193"	"microRNA 3193"	"chr20"	"+"
"1745"	"MIR3193"	"ENSG00000264395"	100422904	"MIMAT0015077"	"hsa-miR-3193"	"microRNA 3193"	"chr20"	"+"
"1746"	"MIR3194"	"ENSG00000266761"	100422889	"MIMAT0015078"	"hsa-miR-3194-5p"	"microRNA 3194"	"chr20"	"-"
"1747"	"MIR3194"	"ENSG00000266761"	100422889	"MI0014239"	"hsa-mir-3194"	"microRNA 3194"	"chr20"	"-"
"1748"	"MIR3194"	"ENSG00000266761"	100422889	"MIMAT0019218"	"hsa-miR-3194-3p"	"microRNA 3194"	"chr20"	"-"
"1749"	"MIR3195"	"ENSG00000265306"	100422838	"MI0014240"	"hsa-mir-3195"	"microRNA 3195"	"chr20"	"+"
"1750"	"MIR3195"	"ENSG00000265306"	100422838	"MIMAT0015079"	"hsa-miR-3195"	"microRNA 3195"	"chr20"	"+"
"1751"	"MIR3196"	"ENSG00000266463"	100423014	"MI0014241"	"hsa-mir-3196"	"microRNA 3196"	"chr20"	"+"
"1752"	"MIR3196"	"ENSG00000266463"	100423014	"MIMAT0015080"	"hsa-miR-3196"	"microRNA 3196"	"chr20"	"+"
"1753"	"MIR3197"	"ENSG00000263681"	100423023	"MI0014245"	"hsa-mir-3197"	"microRNA 3197"	"chr21"	"+"
"1754"	"MIR3197"	"ENSG00000263681"	100423023	"MIMAT0015082"	"hsa-miR-3197"	"microRNA 3197"	"chr21"	"+"
"1755"	NA	NA	NA	"MIMAT0015083"	"hsa-miR-3198"	NA	NA	NA
"1756"	NA	NA	NA	"MIMAT0015083_1"	"hsa-miR-3198"	NA	NA	NA
"1757"	"MIR3198-1"	"ENSG00000264757"	100423025	"MI0014246"	"hsa-mir-3198-1"	"microRNA 3198-1"	"chr22"	"-"
"1758"	"MIR3198-2"	"ENSG00000283803"	100616400	"MI0017335"	"hsa-mir-3198-2"	"microRNA 3198-2"	"chr12"	"-"
"1759"	NA	NA	NA	"MIMAT0015084"	"hsa-miR-3199"	NA	NA	NA
"1760"	NA	NA	NA	"MIMAT0015084_1"	"hsa-miR-3199"	NA	NA	NA
"1761"	"MIR3199-1"	"ENSG00000264073"	100423034	"MI0014247"	"hsa-mir-3199-1"	"microRNA 3199-1"	"chr22"	"-"
"1762"	"MIR3199-2"	"ENSG00000283225"	100422998	"MI0014248"	"hsa-mir-3199-2"	"microRNA 3199-2"	"chr22"	"+"
"1763"	"MIR32"	"ENSG00000207698"	407036	"MI0000090"	"hsa-mir-32"	"microRNA 32"	"chr9"	"-"
"1764"	"MIR32"	"ENSG00000207698"	407036	"MIMAT0004505"	"hsa-miR-32-3p"	"microRNA 32"	"chr9"	"-"
"1765"	"MIR32"	"ENSG00000207698"	407036	"MIMAT0000090"	"hsa-miR-32-5p"	"microRNA 32"	"chr9"	"-"
"1766"	"MIR3200"	"ENSG00000264661"	100422912	"MI0014249"	"hsa-mir-3200"	"microRNA 3200"	"chr22"	"+"
"1767"	"MIR3200"	"ENSG00000264661"	100422912	"MIMAT0015085"	"hsa-miR-3200-3p"	"microRNA 3200"	"chr22"	"+"
"1768"	"MIR3200"	"ENSG00000264661"	100422912	"MIMAT0017392"	"hsa-miR-3200-5p"	"microRNA 3200"	"chr22"	"+"
"1769"	"MIR3201"	"ENSG00000266508"	100422916	"MIMAT0015086"	"hsa-miR-3201"	"microRNA 3201"	"chr22"	"+"
"1770"	"MIR3201"	"ENSG00000266508"	100422916	"MI0014250"	"hsa-mir-3201"	"microRNA 3201"	"chr22"	"+"
"1771"	NA	NA	NA	"MIMAT0015089_1"	"hsa-miR-3202"	NA	NA	NA
"1772"	NA	NA	NA	"MIMAT0015089"	"hsa-miR-3202"	NA	NA	NA
"1773"	"MIR3202-1"	"ENSG00000265176"	100422987	"MI0014252"	"hsa-mir-3202-1"	"microRNA 3202-1"	"chrX"	"+"
"1774"	"MIR3202-2"	"ENSG00000283694"	100422877	"MI0014253"	"hsa-mir-3202-2"	"microRNA 3202-2"	"chrX"	"-"
"1775"	NA	NA	NA	"MIMAT0000510"	"hsa-miR-320a-3p"	NA	NA	NA
"1776"	NA	NA	NA	"MIMAT0037311"	"hsa-miR-320a-5p"	NA	NA	NA
"1777"	NA	NA	NA	"MI0000542"	"hsa-mir-320a"	NA	NA	NA
"1778"	"MIR320A"	"ENSG00000208037"	407037	NA	NA	"microRNA 320a"	"chr8"	"-"
"1779"	NA	NA	NA	"MIMAT0005792"	"hsa-miR-320b"	NA	NA	NA
"1780"	NA	NA	NA	"MIMAT0005792_1"	"hsa-miR-320b"	NA	NA	NA
"1781"	NA	NA	NA	"MI0003776"	"hsa-mir-320b-1"	NA	NA	NA
"1782"	NA	NA	NA	"MI0003839"	"hsa-mir-320b-2"	NA	NA	NA
"1783"	"MIR320B1"	"ENSG00000211543"	100302117	NA	NA	"microRNA 320b-1"	"chr1"	"+"
"1784"	"MIR320B2"	NA	100313769	NA	NA	"microRNA 320b-2"	"chr1"	"-"
"1786"	NA	NA	NA	"MIMAT0005793"	"hsa-miR-320c"	NA	NA	NA
"1787"	NA	NA	NA	"MIMAT0005793_1"	"hsa-miR-320c"	NA	NA	NA
"1788"	NA	NA	NA	"MI0003778"	"hsa-mir-320c-1"	NA	NA	NA
"1789"	NA	NA	NA	"MI0008191"	"hsa-mir-320c-2"	NA	NA	NA
"1790"	"MIR320C1"	"ENSG00000221493"	100302135	NA	NA	"microRNA 320c-1"	"chr18"	"+"
"1791"	"MIR320C2"	NA	100302195	NA	NA	"microRNA 320c-2"	"chr18"	"+"
"1792"	NA	NA	NA	"MIMAT0006764"	"hsa-miR-320d"	NA	NA	NA
"1793"	NA	NA	NA	"MIMAT0006764_1"	"hsa-miR-320d"	NA	NA	NA
"1794"	NA	NA	NA	"MI0008190"	"hsa-mir-320d-1"	NA	NA	NA
"1795"	NA	NA	NA	"MI0008192"	"hsa-mir-320d-2"	NA	NA	NA
"1796"	"MIR320D1"	NA	100313896	NA	NA	"microRNA 320d-1"	"chr13"	"-"
"1797"	"MIR320D2"	NA	100302169	NA	NA	"microRNA 320d-2"	"chrX"	"-"
"1798"	NA	NA	NA	"MIMAT0015072"	"hsa-miR-320e"	NA	NA	NA
"1799"	NA	NA	NA	"MI0014234"	"hsa-mir-320e"	NA	NA	NA
"1800"	"MIR320E"	NA	100422913	NA	NA	"microRNA 320e"	"chr19"	"-"
"1801"	NA	NA	NA	"MIMAT0000755"	"hsa-miR-323a-3p"	NA	NA	NA
